Six-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
122144,14,6,2
122145,15,7,1
122146,16,0,0
122151,12,4,4
122152,13,5,3
122153,14,6,2
122154,15,7,1
122155,16,0,0
122156,17,1,7
122161,13,5,3
122162,14,6,2
122163,15,7,1
122164,16,0,0
122165,17,1,7
122166,18,2,6
122211,9,1,7
122212,10,2,6
122213,11,3,5
122214,12,4,4
122215,13,5,3
122216,14,6,2
122221,10,2,6
122222,11,3,5
122223,12,4,4
122224,13,5,3
122225,14,6,2
122226,15,7,1
122231,11,3,5
122232,12,4,4
122233,13,5,3
122234,14,6,2
122235,15,7,1
122236,16,0,0
122241,12,4,4
122242,13,5,3
122243,14,6,2
122244,15,7,1
122245,16,0,0
122246,17,1,7
122251,13,5,3
122252,14,6,2
122253,15,7,1
122254,16,0,0
122255,17,1,7
122256,18,2,6
122261,14,6,2
122262,15,7,1
122263,16,0,0
122264,17,1,7
122265,18,2,6
122266,19,3,5
122311,10,2,6
122312,11,3,5
122313,12,4,4
122314,13,5,3
122315,14,6,2
122316,15,7,1
122321,11,3,5
122322,12,4,4
122323,13,5,3
122324,14,6,2
122325,15,7,1
122326,16,0,0
122331,12,4,4
122332,13,5,3
122333,14,6,2
122334,15,7,1
122335,16,0,0
122336,17,1,7
122341,13,5,3
122342,14,6,2
122343,15,7,1
122344,16,0,0
122345,17,1,7
122346,18,2,6
122351,14,6,2
122352,15,7,1
122353,16,0,0
122354,17,1,7
122355,18,2,6
122356,19,3,5
122361,15,7,1
122362,16,0,0
122363,17,1,7
122364,18,2,6
122365,19,3,5
122366,20,4,4
122411,11,3,5
122412,12,4,4
122413,13,5,3
122414,14,6,2
122415,15,7,1
122416,16,0,0
122421,12,4,4
122422,13,5,3
122423,14,6,2
122424,15,7,1
122425,16,0,0
122426,17,1,7
122431,13,5,3
122432,14,6,2
122433,15,7,1
122434,16,0,0
122435,17,1,7
122436,18,2,6
122441,14,6,2
122442,15,7,1
122443,16,0,0
122444,17,1,7
122445,18,2,6
122446,19,3,5
122451,15,7,1
122452,16,0,0
122453,17,1,7
122454,18,2,6
122455,19,3,5
122456,20,4,4
122461,16,0,0
122462,17,1,7
122463,18,2,6
122464,19,3,5
122465,20,4,4
122466,21,5,3
122511,12,4,4
122512,13,5,3
122513,14,6,2
122514,15,7,1
122515,16,0,0
122516,17,1,7
122521,13,5,3
122522,14,6,2
122523,15,7,1
122524,16,0,0
122525,17,1,7
122526,18,2,6
122531,14,6,2
122532,15,7,1
122533,16,0,0
122534,17,1,7
122535,18,2,6
122536,19,3,5
122541,15,7,1
122542,16,0,0
122543,17,1,7
122544,18,2,6
122545,19,3,5
122546,20,4,4
122551,16,0,0
122552,17,1,7
122553,18,2,6
122554,19,3,5
122555,20,4,4
122556,21,5,3
122561,17,1,7
122562,18,2,6
122563,19,3,5
122564,20,4,4
122565,21,5,3
122566,22,6,2
122611,13,5,3
122612,14,6,2
122613,15,7,1
122614,16,0,0
122615,17,1,7
122616,18,2,6
122621,14,6,2
122622,15,7,1
122623,16,0,0
122624,17,1,7
122625,18,2,6
122626,19,3,5
122631,15,7,1
122632,16,0,0
122633,17,1,7
122634,18,2,6
122635,19,3,5
122636,20,4,4
122641,16,0,0
122642,17,1,7
122643,18,2,6
122644,19,3,5
122645,20,4,4
122646,21,5,3
122651,17,1,7
122652,18,2,6
122653,19,3,5
122654,20,4,4
122655,21,5,3
122656,22,6,2
122661,18,2,6
122662,19,3,5
122663,20,4,4
122664,21,5,3
122665,22,6,2
122666,23,7,1
123111,9,1,7
123112,10,2,6
123113,11,3,5
123114,12,4,4
123115,13,5,3
123116,14,6,2
123121,10,2,6
123122,11,3,5
123123,12,4,4
123124,13,5,3
123125,14,6,2
123126,15,7,1
123131,11,3,5
123132,12,4,4
123133,13,5,3
123134,14,6,2
123135,15,7,1
123136,16,0,0
123141,12,4,4
123142,13,5,3
123143,14,6,2
123144,15,7,1
123145,16,0,0
123146,17,1,7
123151,13,5,3
123152,14,6,2
123153,15,7,1
123154,16,0,0
123155,17,1,7
123156,18,2,6
123161,14,6,2
123162,15,7,1
123163,16,0,0
123164,17,1,7
123165,18,2,6
123166,19,3,5
123211,10,2,6
123212,11,3,5
123213,12,4,4
123214,13,5,3
123215,14,6,2
123216,15,7,1
123221,11,3,5
123222,12,4,4
123223,13,5,3
123224,14,6,2
123225,15,7,1
123226,16,0,0
123231,12,4,4
123232,13,5,3
123233,14,6,2
123234,15,7,1
123235,16,0,0
123236,17,1,7
123241,13,5,3
123242,14,6,2
123243,15,7,1
123244,16,0,0
123245,17,1,7
123246,18,2,6
123251,14,6,2
123252,15,7,1
123253,16,0,0
123254,17,1,7
123255,18,2,6
123256,19,3,5
123261,15,7,1
123262,16,0,0
123263,17,1,7
123264,18,2,6
123265,19,3,5
123266,20,4,4
123311,11,3,5
123312,12,4,4
123313,13,5,3
123314,14,6,2
123315,15,7,1
123316,16,0,0
123321,12,4,4
123322,13,5,3
123323,14,6,2
123324,15,7,1
123325,16,0,0
123326,17,1,7
123331,13,5,3
123332,14,6,2
123333,15,7,1
123334,16,0,0
123335,17,1,7
123336,18,2,6
123341,14,6,2
123342,15,7,1
123343,16,0,0
123344,17,1,7
123345,18,2,6
123346,19,3,5
123351,15,7,1
123352,16,0,0
123353,17,1,7
123354,18,2,6
123355,19,3,5
123356,20,4,4
123361,16,0,0
123362,17,1,7
123363,18,2,6
123364,19,3,5
123365,20,4,4
123366,21,5,3
123411,12,4,4
123412,13,5,3
123413,14,6,2
123414,15,7,1
123415,16,0,0
123416,17,1,7
123421,13,5,3
123422,14,6,2
123423,15,7,1
123424,16,0,0
123425,17,1,7
123426,18,2,6
123431,14,6,2
123432,15,7,1
123433,16,0,0
123434,17,1,7
123435,18,2,6
123436,19,3,5
123441,15,7,1
123442,16,0,0
123443,17,1,7
123444,18,2,6
123445,19,3,5
123446,20,4,4
123451,16,0,0
123452,17,1,7
123453,18,2,6
123454,19,3,5
123455,20,4,4
123456,21,5,3
123461,17,1,7
123462,18,2,6
123463,19,3,5
123464,20,4,4
123465,21,5,3
123466,22,6,2
123511,13,5,3
123512,14,6,2
123513,15,7,1
123514,16,0,0
123515,17,1,7
123516,18,2,6
123521,14,6,2
123522,15,7,1
123523,16,0,0
123524,17,1,7
123525,18,2,6
123526,19,3,5
123531,15,7,1
123532,16,0,0
123533,17,1,7
123534,18,2,6
123535,19,3,5
123536,20,4,4
123541,16,0,0
123542,17,1,7
123543,18,2,6
123544,19,3,5
123545,20,4,4
123546,21,5,3
123551,17,1,7
123552,18,2,6
123553,19,3,5
123554,20,4,4
123555,21,5,3
123556,22,6,2
123561,18,2,6
123562,19,3,5
123563,20,4,4
123564,21,5,3
123565,22,6,2
123566,23,7,1
123611,14,6,2
123612,15,7,1
123613,16,0,0
123614,17,1,7
123615,18,2,6
123616,19,3,5
123621,15,7,1
123622,16,0,0
123623,17,1,7
123624,18,2,6
123625,19,3,5
123626,20,4,4
123631,16,0,0
123632,17,1,7
123633,18,2,6
123634,19,3,5
123635,20,4,4
123636,21,5,3
123641,17,1,7
123642,18,2,6
123643,19,3,5
123644,20,4,4
123645,21,5,3
123646,22,6,2
123651,18,2,6
123652,19,3,5
123653,20,4,4
123654,21,5,3
123655,22,6,2
123656,23,7,1
123661,19,3,5
123662,20,4,4
123663,21,5,3
123664,22,6,2
123665,23,7,1
123666,24,0,0
124111,10,2,6
124112,11,3,5
124113,12,4,4
124114,13,5,3
124115,14,6,2
124116,15,7,1
124121,11,3,5
124122,12,4,4
124123,13,5,3
124124,14,6,2
124125,15,7,1
124126,16,0,0
124131,12,4,4
124132,13,5,3
124133,14,6,2
124134,15,7,1
124135,16,0,0
124136,17,1,7
124141,13,5,3
124142,14,6,2
124143,15,7,1
124144,16,0,0
124145,17,1,7
124146,18,2,6
124151,14,6,2
124152,15,7,1
124153,16,0,0
124154,17,1,7
124155,18,2,6
124156,19,3,5
124161,15,7,1
124162,16,0,0
124163,17,1,7
124164,18,2,6
124165,19,3,5
124166,20,4,4
124211,11,3,5
124212,12,4,4
124213,13,5,3
124214,14,6,2
124215,15,7,1
124216,16,0,0
124221,12,4,4
124222,13,5,3
124223,14,6,2
124224,15,7,1
124225,16,0,0
124226,17,1,7
124231,13,5,3
124232,14,6,2
124233,15,7,1
124234,16,0,0
124235,17,1,7
124236,18,2,6
124241,14,6,2
124242,15,7,1
124243,16,0,0
124244,17,1,7
124245,18,2,6
124246,19,3,5
124251,15,7,1
124252,16,0,0
124253,17,1,7
124254,18,2,6
124255,19,3,5
124256,20,4,4
124261,16,0,0
124262,17,1,7
124263,18,2,6
124264,19,3,5
124265,20,4,4
124266,21,5,3
124311,12,4,4
124312,13,5,3
124313,14,6,2
124314,15,7,1
124315,16,0,0
124316,17,1,7
124321,13,5,3
124322,14,6,2
124323,15,7,1
124324,16,0,0
124325,17,1,7
124326,18,2,6
124331,14,6,2
124332,15,7,1
124333,16,0,0
124334,17,1,7
124335,18,2,6
124336,19,3,5
124341,15,7,1
124342,16,0,0
124343,17,1,7
124344,18,2,6
124345,19,3,5
124346,20,4,4
124351,16,0,0
124352,17,1,7
124353,18,2,6
124354,19,3,5
124355,20,4,4
124356,21,5,3
124361,17,1,7
124362,18,2,6
124363,19,3,5
124364,20,4,4
124365,21,5,3
124366,22,6,2
124411,13,5,3
124412,14,6,2
124413,15,7,1
124414,16,0,0
124415,17,1,7
124416,18,2,6
124421,14,6,2
124422,15,7,1
124423,16,0,0
124424,17,1,7
124425,18,2,6
124426,19,3,5
124431,15,7,1
124432,16,0,0
124433,17,1,7
124434,18,2,6
124435,19,3,5
124436,20,4,4
124441,16,0,0
124442,17,1,7
124443,18,2,6
124444,19,3,5
124445,20,4,4
124446,21,5,3
124451,17,1,7
124452,18,2,6
124453,19,3,5
124454,20,4,4
124455,21,5,3
124456,22,6,2
124461,18,2,6
124462,19,3,5
124463,20,4,4
124464,21,5,3
124465,22,6,2
124466,23,7,1
124511,14,6,2
124512,15,7,1
124513,16,0,0
124514,17,1,7
124515,18,2,6
124516,19,3,5
124521,15,7,1
124522,16,0,0
124523,17,1,7
124524,18,2,6
124525,19,3,5
124526,20,4,4
124531,16,0,0
124532,17,1,7
124533,18,2,6
124534,19,3,5
124535,20,4,4
124536,21,5,3
124541,17,1,7
124542,18,2,6
124543,19,3,5
124544,20,4,4
124545,21,5,3
124546,22,6,2
124551,18,2,6
124552,19,3,5
124553,20,4,4
124554,21,5,3
124555,22,6,2
124556,23,7,1
124561,19,3,5
124562,20,4,4
124563,21,5,3
124564,22,6,2
124565,23,7,1
124566,24,0,0
124611,15,7,1
124612,16,0,0
124613,17,1,7
124614,18,2,6
124615,19,3,5
124616,20,4,4
124621,16,0,0
124622,17,1,7
124623,18,2,6
124624,19,3,5
124625,20,4,4
124626,21,5,3
124631,17,1,7
124632,18,2,6
124633,19,3,5
124634,20,4,4
124635,21,5,3
124636,22,6,2
124641,18,2,6
124642,19,3,5
124643,20,4,4
124644,21,5,3
124645,22,6,2
124646,23,7,1
124651,19,3,5
124652,20,4,4
124653,21,5,3
124654,22,6,2
124655,23,7,1
124656,24,0,0
124661,20,4,4
124662,21,5,3
124663,22,6,2
124664,23,7,1
124665,24,0,0
124666,25,1,7
125111,11,3,5
125112,12,4,4
125113,13,5,3
125114,14,6,2
125115,15,7,1
125116,16,0,0
125121,12,4,4
125122,13,5,3
125123,14,6,2
125124,15,7,1
125125,16,0,0
125126,17,1,7
125131,13,5,3
125132,14,6,2
125133,15,7,1
125134,16,0,0
125135,17,1,7
125136,18,2,6
125141,14,6,2
125142,15,7,1
125143,16,0,0
125144,17,1,7
125145,18,2,6
125146,19,3,5
125151,15,7,1
125152,16,0,0
125153,17,1,7
125154,18,2,6
125155,19,3,5
125156,20,4,4
125161,16,0,0
125162,17,1,7
125163,18,2,6
125164,19,3,5
125165,20,4,4
125166,21,5,3
125211,12,4,4
125212,13,5,3
125213,14,6,2
125214,15,7,1
125215,16,0,0
125216,17,1,7
125221,13,5,3
125222,14,6,2
125223,15,7,1
125224,16,0,0
125225,17,1,7
125226,18,2,6
125231,14,6,2
125232,15,7,1
125233,16,0,0
125234,17,1,7
125235,18,2,6
125236,19,3,5
125241,15,7,1
125242,16,0,0
125243,17,1,7
125244,18,2,6
125245,19,3,5
125246,20,4,4
125251,16,0,0
125252,17,1,7
125253,18,2,6
125254,19,3,5
125255,20,4,4
125256,21,5,3
125261,17,1,7
125262,18,2,6
125263,19,3,5
125264,20,4,4
125265,21,5,3
125266,22,6,2
125311,13,5,3
125312,14,6,2
125313,15,7,1
125314,16,0,0
125315,17,1,7
125316,18,2,6
125321,14,6,2
125322,15,7,1
125323,16,0,0
125324,17,1,7
125325,18,2,6
125326,19,3,5
125331,15,7,1
125332,16,0,0
125333,17,1,7
125334,18,2,6
125335,19,3,5
125336,20,4,4
125341,16,0,0
125342,17,1,7
125343,18,2,6
125344,19,3,5
125345,20,4,4
125346,21,5,3
125351,17,1,7
125352,18,2,6
125353,19,3,5
125354,20,4,4
125355,21,5,3
125356,22,6,2
125361,18,2,6
125362,19,3,5
125363,20,4,4
125364,21,5,3
125365,22,6,2
125366,23,7,1
125411,14,6,2
125412,15,7,1
125413,16,0,0
125414,17,1,7
125415,18,2,6
125416,19,3,5
125421,15,7,1
125422,16,0,0
125423,17,1,7
125424,18,2,6
125425,19,3,5
125426,20,4,4
125431,16,0,0
125432,17,1,7
125433,18,2,6
125434,19,3,5
125435,20,4,4
125436,21,5,3
125441,17,1,7
125442,18,2,6
125443,19,3,5
125444,20,4,4
125445,21,5,3
125446,22,6,2
125451,18,2,6
125452,19,3,5
125453,20,4,4
125454,21,5,3
125455,22,6,2
125456,23,7,1
125461,19,3,5
125462,20,4,4
125463,21,5,3
125464,22,6,2
125465,23,7,1
125466,24,0,0
125511,15,7,1
125512,16,0,0
125513,17,1,7
125514,18,2,6
125515,19,3,5
125516,20,4,4
125521,16,0,0
125522,17,1,7
125523,18,2,6
125524,19,3,5
125525,20,4,4
125526,21,5,3
125531,17,1,7
125532,18,2,6
125533,19,3,5
125534,20,4,4
125535,21,5,3
125536,22,6,2
125541,18,2,6
125542,19,3,5
125543,20,4,4
125544,21,5,3
125545,22,6,2
125546,23,7,1
125551,19,3,5
125552,20,4,4
125553,21,5,3
125554,22,6,2
125555,23,7,1
125556,24,0,0
125561,20,4,4
125562,21,5,3
125563,22,6,2
125564,23,7,1
125565,24,0,0
125566,25,1,7
125611,16,0,0
125612,17,1,7
125613,18,2,6
125614,19,3,5
125615,20,4,4
125616,21,5,3
125621,17,1,7
125622,18,2,6
125623,19,3,5
125624,20,4,4
125625,21,5,3
125626,22,6,2
125631,18,2,6
125632,19,3,5
125633,20,4,4
125634,21,5,3
125635,22,6,2
125636,23,7,1
125641,19,3,5
125642,20,4,4
125643,21,5,3
125644,22,6,2
125645,23,7,1
125646,24,0,0
125651,20,4,4
125652,21,5,3
125653,22,6,2
125654,23,7,1
125655,24,0,0
125656,25,1,7
125661,21,5,3
125662,22,6,2
125663,23,7,1
125664,24,0,0
125665,25,1,7
125666,26,2,6
126111,12,4,4
126112,13,5,3
126113,14,6,2
126114,15,7,1
126115,16,0,0
126116,17,1,7
126121,13,5,3
126122,14,6,2
126123,15,7,1
126124,16,0,0
126125,17,1,7
126126,18,2,6
126131,14,6,2
126132,15,7,1
126133,16,0,0
126134,17,1,7
126135,18,2,6
126136,19,3,5
126141,15,7,1
126142,16,0,0
126143,17,1,7
126144,18,2,6
126145,19,3,5
126146,20,4,4
126151,16,0,0
126152,17,1,7
126153,18,2,6
126154,19,3,5
126155,20,4,4
126156,21,5,3
126161,17,1,7
126162,18,2,6
126163,19,3,5
126164,20,4,4
126165,21,5,3
126166,22,6,2
126211,13,5,3
126212,14,6,2
126213,15,7,1
126214,16,0,0
126215,17,1,7
126216,18,2,6
126221,14,6,2
126222,15,7,1
126223,16,0,0
126224,17,1,7
126225,18,2,6
126226,19,3,5
126231,15,7,1
126232,16,0,0
126233,17,1,7
126234,18,2,6
126235,19,3,5
126236,20,4,4
126241,16,0,0
126242,17,1,7
126243,18,2,6
126244,19,3,5
126245,20,4,4
126246,21,5,3
126251,17,1,7
126252,18,2,6
126253,19,3,5
126254,20,4,4
126255,21,5,3
126256,22,6,2
126261,18,2,6
126262,19,3,5
126263,20,4,4
126264,21,5,3
126265,22,6,2
126266,23,7,1
126311,14,6,2
126312,15,7,1
126313,16,0,0
126314,17,1,7
126315,18,2,6
126316,19,3,5
126321,15,7,1
126322,16,0,0
126323,17,1,7
126324,18,2,6
126325,19,3,5
126326,20,4,4
126331,16,0,0
126332,17,1,7
126333,18,2,6
126334,19,3,5
126335,20,4,4
126336,21,5,3
126341,17,1,7
126342,18,2,6
126343,19,3,5
126344,20,4,4
126345,21,5,3
126346,22,6,2
126351,18,2,6
126352,19,3,5
126353,20,4,4
126354,21,5,3
126355,22,6,2
126356,23,7,1
126361,19,3,5
126362,20,4,4
126363,21,5,3
126364,22,6,2
126365,23,7,1
126366,24,0,0
126411,15,7,1
126412,16,0,0
126413,17,1,7
126414,18,2,6
126415,19,3,5
126416,20,4,4
126421,16,0,0
126422,17,1,7
126423,18,2,6
126424,19,3,5
126425,20,4,4
126426,21,5,3
126431,17,1,7
126432,18,2,6
126433,19,3,5
126434,20,4,4
126435,21,5,3
126436,22,6,2
126441,18,2,6
126442,19,3,5
126443,20,4,4
126444,21,5,3
126445,22,6,2
126446,23,7,1
126451,19,3,5
126452,20,4,4
126453,21,5,3
126454,22,6,2
126455,23,7,1
126456,24,0,0
126461,20,4,4
126462,21,5,3
126463,22,6,2
126464,23,7,1
126465,24,0,0
126466,25,1,7
126511,16,0,0
126512,17,1,7
126513,18,2,6
126514,19,3,5
126515,20,4,4
126516,21,5,3
126521,17,1,7
126522,18,2,6
126523,19,3,5
126524,20,4,4
126525,21,5,3
126526,22,6,2
126531,18,2,6
126532,19,3,5
126533,20,4,4
126534,21,5,3
126535,22,6,2
126536,23,7,1
126541,19,3,5
126542,20,4,4
126543,21,5,3
126544,22,6,2
126545,23,7,1
126546,24,0,0
126551,20,4,4
126552,21,5,3
126553,22,6,2
126554,23,7,1
126555,24,0,0
126556,25,1,7
126561,21,5,3
126562,22,6,2
126563,23,7,1
126564,24,0,0
126565,25,1,7
126566,26,2,6
126611,17,1,7
126612,18,2,6
126613,19,3,5
126614,20,4,4
126615,21,5,3
126616,22,6,2
126621,18,2,6
126622,19,3,5
126623,20,4,4
126624,21,5,3
126625,22,6,2
126626,23,7,1
126631,19,3,5
126632,20,4,4
126633,21,5,3
126634,22,6,2
126635,23,7,1
126636,24,0,0
126641,20,4,4
126642,21,5,3
126643,22,6,2
126644,23,7,1
126645,24,0,0
126646,25,1,7
126651,21,5,3
126652,22,6,2
126653,23,7,1
126654,24,0,0
126655,25,1,7
126656,26,2,6
126661,22,6,2
126662,23,7,1
126663,24,0,0
126664,25,1,7
126665,26,2,6
126666,27,3,5
131111,8,0,0
131112,9,1,7
131113,10,2,6
131114,11,3,5
131115,12,4,4
131116,13,5,3
131121,9,1,7
131122,10,2,6
131123,11,3,5
131124,12,4,4
131125,13,5,3
131126,14,6,2
131131,10,2,6
131132,11,3,5
131133,12,4,4
131134,13,5,3
131135,14,6,2
131136,15,7,1
131141,11,3,5
131142,12,4,4
131143,13,5,3
131144,14,6,2
131145,15,7,1
131146,16,0,0
131151,12,4,4
131152,13,5,3
131153,14,6,2
131154,15,7,1
131155,16,0,0
131156,17,1,7
131161,13,5,3
131162,14,6,2
131163,15,7,1
131164,16,0,0
131165,17,1,7
131166,18,2,6
131211,9,1,7
131212,10,2,6
131213,11,3,5
131214,12,4,4
131215,13,5,3
131216,14,6,2
131221,10,2,6
131222,11,3,5
131223,12,4,4
131224,13,5,3
131225,14,6,2
131226,15,7,1
131231,11,3,5
131232,12,4,4
131233,13,5,3
131234,14,6,2
131235,15,7,1
131236,16,0,0
131241,12,4,4
131242,13,5,3
131243,14,6,2
131244,15,7,1
131245,16,0,0
131246,17,1,7
131251,13,5,3
131252,14,6,2
131253,15,7,1
131254,16,0,0
131255,17,1,7
131256,18,2,6
131261,14,6,2
131262,15,7,1
131263,16,0,0
131264,17,1,7
131265,18,2,6
131266,19,3,5
131311,10,2,6
131312,11,3,5
131313,12,4,4
131314,13,5,3
131315,14,6,2
131316,15,7,1
131321,11,3,5
131322,12,4,4
131323,13,5,3
131324,14,6,2
131325,15,7,1
131326,16,0,0
131331,12,4,4
131332,13,5,3
131333,14,6,2
131334,15,7,1
131335,16,0,0
131336,17,1,7
131341,13,5,3
131342,14,6,2
131343,15,7,1
131344,16,0,0
131345,17,1,7
131346,18,2,6
131351,14,6,2
131352,15,7,1
131353,16,0,0
131354,17,1,7
131355,18,2,6
131356,19,3,5
131361,15,7,1
131362,16,0,0
131363,17,1,7
131364,18,2,6
131365,19,3,5
131366,20,4,4
131411,11,3,5
131412,12,4,4
131413,13,5,3
131414,14,6,2
131415,15,7,1
131416,16,0,0
131421,12,4,4
131422,13,5,3
131423,14,6,2
131424,15,7,1
131425,16,0,0
131426,17,1,7
131431,13,5,3
131432,14,6,2
131433,15,7,1
131434,16,0,0
131435,17,1,7
131436,18,2,6
131441,14,6,2
131442,15,7,1
131443,16,0,0
131444,17,1,7
131445,18,2,6
131446,19,3,5
131451,15,7,1
131452,16,0,0
131453,17,1,7
131454,18,2,6
131455,19,3,5
131456,20,4,4
131461,16,0,0
131462,17,1,7
131463,18,2,6
131464,19,3,5
131465,20,4,4
131466,21,5,3
131511,12,4,4
131512,13,5,3
131513,14,6,2
131514,15,7,1
131515,16,0,0
131516,17,1,7
131521,13,5,3
131522,14,6,2
131523,15,7,1
131524,16,0,0
131525,17,1,7
131526,18,2,6
131531,14,6,2
131532,15,7,1
131533,16,0,0
131534,17,1,7
131535,18,2,6
131536,19,3,5
131541,15,7,1
131542,16,0,0
131543,17,1,7
131544,18,2,6
131545,19,3,5
131546,20,4,4
131551,16,0,0
131552,17,1,7
131553,18,2,6
131554,19,3,5
131555,20,4,4
131556,21,5,3
131561,17,1,7
131562,18,2,6
131563,19,3,5
131564,20,4,4
131565,21,5,3
131566,22,6,2
131611,13,5,3
131612,14,6,2
131613,15,7,1
131614,16,0,0
131615,17,1,7
131616,18,2,6
131621,14,6,2
131622,15,7,1
131623,16,0,0
131624,17,1,7
131625,18,2,6
131626,19,3,5
131631,15,7,1
131632,16,0,0
131633,17,1,7
131634,18,2,6
131635,19,3,5
131636,20,4,4
131641,16,0,0
131642,17,1,7
131643,18,2,6
131644,19,3,5
131645,20,4,4
131646,21,5,3
131651,17,1,7
131652,18,2,6
131653,19,3,5
131654,20,4,4
131655,21,5,3
131656,22,6,2
131661,18,2,6
131662,19,3,5
131663,20,4,4
131664,21,5,3
131665,22,6,2
131666,23,7,1
132111,9,1,7
132112,10,2,6
132113,11,3,5
132114,12,4,4
132115,13,5,3
132116,14,6,2
132121,10,2,6
132122,11,3,5
132123,12,4,4
132124,13,5,3
132125,14,6,2
132126,15,7,1
132131,11,3,5
132132,12,4,4
132133,13,5,3
132134,14,6,2
132135,15,7,1
132136,16,0,0
132141,12,4,4
132142,13,5,3
132143,14,6,2
132144,15,7,1
132145,16,0,0
132146,17,1,7
132151,13,5,3
132152,14,6,2
132153,15,7,1
132154,16,0,0
132155,17,1,7
132156,18,2,6
132161,14,6,2
132162,15,7,1
132163,16,0,0
132164,17,1,7
132165,18,2,6
132166,19,3,5
132211,10,2,6
132212,11,3,5
132213,12,4,4
132214,13,5,3
132215,14,6,2
132216,15,7,1
132221,11,3,5
132222,12,4,4
132223,13,5,3
132224,14,6,2
132225,15,7,1
132226,16,0,0
132231,12,4,4
132232,13,5,3
132233,14,6,2
132234,15,7,1
132235,16,0,0
132236,17,1,7
132241,13,5,3
132242,14,6,2
132243,15,7,1
132244,16,0,0
132245,17,1,7
132246,18,2,6
132251,14,6,2
132252,15,7,1
132253,16,0,0
132254,17,1,7
132255,18,2,6
132256,19,3,5
132261,15,7,1
132262,16,0,0
132263,17,1,7
132264,18,2,6
132265,19,3,5
132266,20,4,4
132311,11,3,5
132312,12,4,4
132313,13,5,3
132314,14,6,2
132315,15,7,1
132316,16,0,0
132321,12,4,4
132322,13,5,3
132323,14,6,2
132324,15,7,1
132325,16,0,0
132326,17,1,7
132331,13,5,3
132332,14,6,2
132333,15,7,1
132334,16,0,0
132335,17,1,7
132336,18,2,6
132341,14,6,2
132342,15,7,1
132343,16,0,0
132344,17,1,7
132345,18,2,6
132346,19,3,5
132351,15,7,1
132352,16,0,0
132353,17,1,7
132354,18,2,6
132355,19,3,5
132356,20,4,4
132361,16,0,0
132362,17,1,7
132363,18,2,6
132364,19,3,5
132365,20,4,4
132366,21,5,3
132411,12,4,4
132412,13,5,3
132413,14,6,2
132414,15,7,1
132415,16,0,0
132416,17,1,7
132421,13,5,3
132422,14,6,2
132423,15,7,1
132424,16,0,0
132425,17,1,7
132426,18,2,6
132431,14,6,2
132432,15,7,1
132433,16,0,0
132434,17,1,7
132435,18,2,6
132436,19,3,5
132441,15,7,1
132442,16,0,0
132443,17,1,7
132444,18,2,6
132445,19,3,5
132446,20,4,4
132451,16,0,0
132452,17,1,7
132453,18,2,6
132454,19,3,5
132455,20,4,4
132456,21,5,3
132461,17,1,7
132462,18,2,6
132463,19,3,5
132464,20,4,4
132465,21,5,3
132466,22,6,2
132511,13,5,3
132512,14,6,2
132513,15,7,1
132514,16,0,0
132515,17,1,7
132516,18,2,6
132521,14,6,2
132522,15,7,1
132523,16,0,0
132524,17,1,7
132525,18,2,6
132526,19,3,5
132531,15,7,1
132532,16,0,0
132533,17,1,7
132534,18,2,6
132535,19,3,5
132536,20,4,4
132541,16,0,0
132542,17,1,7
132543,18,2,6
132544,19,3,5
132545,20,4,4
132546,21,5,3
132551,17,1,7
132552,18,2,6
132553,19,3,5
132554,20,4,4
132555,21,5,3
132556,22,6,2
132561,18,2,6
132562,19,3,5
132563,20,4,4
132564,21,5,3
132565,22,6,2
132566,23,7,1
132611,14,6,2
132612,15,7,1
132613,16,0,0
132614,17,1,7
132615,18,2,6
132616,19,3,5
132621,15,7,1
132622,16,0,0
132623,17,1,7
132624,18,2,6
132625,19,3,5
132626,20,4,4
132631,16,0,0
132632,17,1,7
132633,18,2,6
132634,19,3,5
132635,20,4,4
132636,21,5,3
132641,17,1,7
132642,18,2,6
132643,19,3,5
132644,20,4,4
132645,21,5,3
132646,22,6,2
132651,18,2,6
132652,19,3,5
132653,20,4,4
132654,21,5,3
132655,22,6,2
132656,23,7,1
132661,19,3,5
132662,20,4,4
132663,21,5,3
132664,22,6,2
132665,23,7,1
132666,24,0,0
133111,10,2,6
133112,11,3,5
133113,12,4,4
133114,13,5,3
133115,14,6,2
133116,15,7,1
133121,11,3,5
133122,12,4,4
133123,13,5,3
133124,14,6,2
133125,15,7,1
133126,16,0,0
133131,12,4,4
133132,13,5,3
133133,14,6,2
133134,15,7,1
133135,16,0,0
133136,17,1,7
133141,13,5,3
133142,14,6,2
133143,15,7,1
133144,16,0,0
133145,17,1,7
133146,18,2,6
133151,14,6,2
133152,15,7,1
133153,16,0,0
133154,17,1,7
133155,18,2,6
133156,19,3,5
133161,15,7,1
133162,16,0,0
133163,17,1,7
133164,18,2,6
133165,19,3,5
133166,20,4,4
133211,11,3,5
133212,12,4,4
133213,13,5,3
133214,14,6,2
133215,15,7,1
133216,16,0,0
133221,12,4,4
133222,13,5,3
133223,14,6,2
133224,15,7,1
133225,16,0,0
133226,17,1,7
133231,13,5,3
133232,14,6,2
133233,15,7,1
133234,16,0,0
133235,17,1,7
133236,18,2,6
133241,14,6,2
133242,15,7,1
133243,16,0,0
133244,17,1,7
133245,18,2,6
133246,19,3,5
